,id,title,overview,popularity,release_date,vote_average,vote_count,genre_ids,genres
1488,320288,Dark Phoenix,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",44.133,2019-06-05,5.981,6493,"[878, 28, 12]","['Science Fiction', 'Action', 'Adventure']"
1489,7980,The Lovely Bones,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",35.125,2009-12-26,7.1,4568,"[14, 18]","['Fantasy', 'Drama']"
1490,48650,Room in Rome,"A hotel room in the center of Rome serves as the setting for Alba and Natasha, two sexy and recently acquainted women, to have a physical adventure that touches their very souls.",47.374,2010-05-07,6.409,722,"[18, 10749]","['Drama', 'Romance']"
1491,343611,Jack Reacher: Never Go Back,"When Major Susan Turner is arrested for treason, ex-investigator Jack Reacher undertakes the challenging task to prove her innocence and ends up exposing a shocking conspiracy.",48.625,2016-10-19,6.0,4841,"[28, 53]","['Action', 'Thriller']"
1492,74997,The Human Centipede 2 (Full Sequence),"Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.",44.373,2011-10-06,4.799,1309,"[18, 27, 80]","['Drama', 'Horror', 'Crime']"
1493,871,Planet of the Apes,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",45.869,1968-02-07,7.7,3518,"[878, 12, 18, 28]","['Science Fiction', 'Adventure', 'Drama', 'Action']"
1494,76163,The Expendables 2,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",44.618,2012-08-08,6.347,6677,"[28, 12, 53]","['Action', 'Adventure', 'Thriller']"
1495,17581,Naruto Shippuden the Movie: Bonds,"A mysterious group of ninjas makes a surprise attack on the Konohagakure, which takes great damage. The nightmare of another Shinobi World War could become a reality. Sasuke, who was still a missing nin from Konoha trying to kill his brother, Itachi, appears for the second time in front of Naruto at an unknown location to prevent it from happening.",68.718,2008-08-02,7.2,472,"[14, 16, 28]","['Fantasy', 'Animation', 'Action']"
1496,115,The Big Lebowski,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",68.677,1998-03-06,7.844,11127,"[35, 80]","['Comedy', 'Crime']"
1497,70006,Never Back Down 2: The Beatdown,Four fighters from different backgrounds come together to train under an ex MMA rising star and then ultimately have to fight each other and the traitor in their midst.,43.108,2011-09-13,6.448,636,"[18, 28]","['Drama', 'Action']"
1498,1097150,Deliver Us,"When a nun in a remote convent claims immaculate conception, the Vatican sends a team of priests to investigate, concerned about an ancient prophecy that a woman will give birth to twin boys: one the Messiah, the other the Antichrist.",37.851,2023-08-30,5.8,57,[27],['Horror']
1499,942047,Outsource,"A police chief hires an old friend, who is an international spy, to help him search for a wanted suspect in the Philippines. When the chief dies, all evidence points towards the spy, and he must go to extremes to defend himself.",38.516,2022-01-18,5.6,30,"[28, 35]","['Action', 'Comedy']"
1500,10567,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,38.839,2000-05-19,6.5,2505,"[16, 10751, 12]","['Animation', 'Family', 'Adventure']"
1501,303857,Dragon Ball Z: Resurrection 'F',"One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans.",46.589,2015-04-18,6.844,1899,"[28, 16, 878]","['Action', 'Animation', 'Science Fiction']"
1502,193756,Lone Survivor,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.",40.084,2013-12-24,7.443,4268,"[10752, 28, 18]","['War', 'Action', 'Drama']"
1503,37169,The Human Centipede (First Sequence),"During a stopover in Germany in the middle of a carefree road trip through Europe, two American girls find themselves alone at night when their car breaks down in the woods. Searching for help at a nearby villa, they are wooed into the clutches of a deranged retired surgeon, who has a very disturbed vision.",42.576,2009-10-31,5.2,2164,[27],['Horror']
1504,412117,The Secret Life of Pets 2,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",59.581,2019-05-24,6.96,3023,"[12, 16, 35, 10751]","['Adventure', 'Animation', 'Comedy', 'Family']"
1505,1209770,Bedspacer,Janice's steamy obsession to imitate Lexi propels them to campus stardom. But dark secrets blur the lines between authenticity and seductive deception.,48.873,2024-01-05,3.9,8,"[53, 18]","['Thriller', 'Drama']"
1506,9532,Final Destination,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",39.569,2000-03-17,6.6,5587,[27],['Horror']
1507,24402,Emmanuelle,An employee at the French Embassy in Bangkok invites his wife to join him – and enjoy the benefits of their open marriage.,68.256,1974-06-25,5.969,758,"[18, 10749]","['Drama', 'Romance']"
1508,1231828,The Witch. Revenge,"The tale unfolds around an ancient witch from the Ukrainian town of Konotop, who  long ago abandoned her extraordinary powers after falling in love with a mortal man. However, tragedy strikes when her beloved is brutally murdered by the russian soldiers as they occupy Konotop in February 2022. Fueled by grief and a thirst for revenge, she reclaims her supernatural abilities, embarking on a blood-soaked quest to mete out justice to her fiancé's killers.",57.114,2024-08-22,6.2,11,"[27, 14, 10752, 18]","['Horror', 'Fantasy', 'War', 'Drama']"
1509,1191610,Goyo,"A young autistic museum guide lives by a strict routine — until he falls in love with his coworker and must confront a whirlwind of new, intense emotions.",29.219,2024-06-27,6.9,59,"[18, 10749, 35]","['Drama', 'Romance', 'Comedy']"
1510,4234,Scream 3,"While Sidney Prescott and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.",68.174,2000-02-04,6.0,3566,"[27, 9648]","['Horror', 'Mystery']"
1511,406990,What Happened to Monday,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",41.558,2017-08-18,7.16,6009,"[878, 53, 18, 9648, 28]","['Science Fiction', 'Thriller', 'Drama', 'Mystery', 'Action']"
1512,36557,Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",42.052,2006-11-14,7.559,10637,"[12, 28, 53]","['Adventure', 'Action', 'Thriller']"
1513,22538,Scott Pilgrim vs. the World,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",45.301,2010-08-12,7.491,7816,"[28, 35, 10749]","['Action', 'Comedy', 'Romance']"
1514,2758,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",46.799,1993-11-19,6.962,2977,"[35, 10751, 14]","['Comedy', 'Family', 'Fantasy']"
1515,57165,Wrath of the Titans,"Perseus tries to live a quieter life as a village fisherman while – dangerously weakened by humanity's lack of devotion – the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",43.55,2012-03-28,5.746,4157,"[14, 12, 28]","['Fantasy', 'Adventure', 'Action']"
1516,776503,CODA,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",44.311,2021-08-13,7.936,2228,"[18, 10402, 10749]","['Drama', 'Music', 'Romance']"
1517,1139087,Once Upon a Studio,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",68.099,2023-09-24,8.3,352,"[16, 10751, 14, 35]","['Animation', 'Family', 'Fantasy', 'Comedy']"
1518,634521,The Promised Neverland,"A number of children are being well fed, taken care of, and pampered at a very meticulate and managed orphanage. The facility and grounds are impressive, but the wall acting as a barrier is high. There is a secret to the place and once revealed to several orphans, they're desperate to escape.",35.238,2020-12-18,7.5,56,"[28, 14, 9648, 12, 53]","['Action', 'Fantasy', 'Mystery', 'Adventure', 'Thriller']"
1519,239241,Female Ninjas Magic Chronicles 2: Secret of the Christian Bells,The Shogun wants a large shipment of gold that the Catholic church sent to help Christianity get a foothold in Japan and the secret to its location is written on five bells hidden in the vaginas of five female ninjas.,38.314,1992-08-21,7.0,1,[28],['Action']
1520,9381,Babylon A.D.,A veteran-turned-mercenary is hired to take a young woman with a secret from post-apocalyptic Eastern Europe to New York City.,39.778,2008-08-20,5.7,2081,"[28, 12, 878, 53]","['Action', 'Adventure', 'Science Fiction', 'Thriller']"
1521,241259,Alice Through the Looking Glass,Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,42.777,2016-05-25,6.6,6382,"[12, 10751, 14]","['Adventure', 'Family', 'Fantasy']"
1522,931642,Lights Out,"A drifting ex-soldier turns underground fighter with the help of a just-released ex-con, pitting him against corrupt cops and hired killers now gunning for him and all those he cares about.",35.589,2024-02-16,6.9,117,[28],['Action']
1523,37724,Skyfall,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",53.269,2012-10-24,7.244,15121,"[28, 12, 53]","['Action', 'Adventure', 'Thriller']"
1524,141,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",45.515,2001-01-19,7.8,12380,"[14, 18, 9648]","['Fantasy', 'Drama', 'Mystery']"
1525,647245,Reagan,"Told through the voice of former KGB agent Viktor Petrovich, whose life becomes inextricably linked with Ronald Reagan's when Reagan first caught the Soviets’ attention as an actor in Hollywood, Reagan overcomes the odds to become the 40th president of the United States.",41.653,2024-08-29,6.2,30,"[18, 36]","['Drama', 'History']"
1526,577922,Tenet,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",53.273,2020-08-22,7.184,9816,"[28, 53, 878]","['Action', 'Thriller', 'Science Fiction']"
1527,727745,The Kissing Booth 3,"It’s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not.",34.025,2021-08-11,6.898,1886,"[10749, 35]","['Romance', 'Comedy']"
1528,65754,The Girl with the Dragon Tattoo,"Disgraced journalist Mikael Blomkvist investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",34.261,2011-12-14,7.375,6928,"[53, 80, 9648]","['Thriller', 'Crime', 'Mystery']"
1529,49519,The Croods,"The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",42.006,2013-03-15,6.9,7026,"[16, 12, 10751, 14, 35, 28]","['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy', 'Action']"
1530,1059128,Queer,"In 1950s Mexico City, William Lee, an American expat in his late forties, leads a solitary life amidst a small American community. However, the arrival in town of Eugene Allerton, a young student, stirs William into finally establishing a meaningful connection with someone.",36.39,2024-11-27,0.0,0,"[18, 10749]","['Drama', 'Romance']"
1531,641934,Am I OK?,"Lucy and Jane have been best friends for most of their lives and think they know everything there is to know about each other. But when Jane announces she's moving to London, Lucy reveals a long-held secret. As Jane tries to help Lucy, their friendship is thrown into chaos.",55.37,2024-06-11,6.467,210,"[35, 10749, 18]","['Comedy', 'Romance', 'Drama']"
1532,768744,My Hero Academia: World Heroes' Mission,"A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-class selected hero team. It’s up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.",43.256,2021-08-06,7.6,542,"[16, 28, 12, 878, 14]","['Animation', 'Action', 'Adventure', 'Science Fiction', 'Fantasy']"
1533,4233,Scream 2,"Two years after the first series of murders, as Sidney Prescott acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",67.526,1997-12-12,6.5,4157,"[27, 9648]","['Horror', 'Mystery']"
1534,163,Ocean's Twelve,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",67.498,2004-12-09,6.6,7210,"[53, 80]","['Thriller', 'Crime']"
1535,8078,Alien Resurrection,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",30.981,1997-11-12,6.2,4918,"[878, 27, 28]","['Science Fiction', 'Horror', 'Action']"
1536,310307,The Founder,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",34.479,2016-11-24,7.132,4898,"[18, 36]","['Drama', 'History']"
1537,1297222,Una jirafa en el balcón,,30.853,2024-09-05,6.5,4,[53],['Thriller']
1538,9016,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",47.222,2002-11-26,7.6,4168,"[12, 16, 10751, 14, 878]","['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']"
1539,166424,Fantastic Four,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",67.34,2015-08-05,4.4,5947,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']"
1540,166424,Fantastic Four,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",67.34,2015-08-05,4.4,5947,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']"
1541,278924,Mechanic: Resurrection,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",61.97,2016-08-25,6.014,3341,"[28, 80, 53]","['Action', 'Crime', 'Thriller']"
1542,621,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",45.714,1978-07-07,7.4,7169,"[10749, 35]","['Romance', 'Comedy']"
1543,13920,Radio,"In the racially divided town of Anderson, South Carolina in 1976, football coach Harold Jones spots a mentally disabled African-American young man nicknamed Radio near his practice field and is inspired to befriend him. Soon, Radio is Jones' loyal assistant, and he becomes a student at T.L. Hanna High School. But things start to sour when Coach Jones begins taking guff from parents and fans who feel that his devotion to Radio is getting in the way of the team's quest for a championship.",53.464,2003-10-24,7.245,715,[18],['Drama']
1544,711978,Bosomy Mom 2,"Min-soo and Jae-hyeok is in a good father-and-son relationship. But one day, Min-soo brings Jae-hyeok's young stepmother, Da-hee. Jae-hyeok leaves home to wander around, ran into Da-hee's friend, Na-yeon, and had a little talk. Na-yeon calls Da-hee... Da-hee goes home with Jae-hyeok, and Min-soo doesn't care much. Jae-hyeok tells Da-hee how he feels. Meanwhile, Min-soo who disapproves Da-hee and Jae-hyeok's relationship, calls Na-yeon to kill some time. And Na-yeon who is worried about Da-hee and Min-soo crafts a new plan...",66.622,2020-05-27,5.2,5,[10749],['Romance']
1545,9757,Norbit,"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams, and schemes to find a way to be with her.",42.957,2007-02-08,5.665,2366,[35],['Comedy']
1546,30827,Deep Throat Part II,"Nurse Linda Lovelace works for libidinous sex therapist Dr. Jayson. One of the patients she is treating is Dilbert Lamb, a meek geek who's harboring plans for a top secret government computer. Both the KGB and FBI alike attempt to enlist Lovelace in order to obtain the data on the computer.",46.694,1974-02-01,4.0,33,"[35, 878]","['Comedy', 'Science Fiction']"
1547,11397,Not Another Teen Movie,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",67.161,2001-12-07,5.791,2057,[35],['Comedy']
1548,20526,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",44.194,2010-12-14,6.5,7107,"[12, 28, 878]","['Adventure', 'Action', 'Science Fiction']"
1549,424783,Bumblebee,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.",43.447,2018-12-15,6.7,6076,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']"
1550,44833,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",46.185,2012-04-11,5.9,5468,"[53, 28, 12, 878]","['Thriller', 'Action', 'Adventure', 'Science Fiction']"
1551,1085046,Shimmy: The First Monkey King,"Shimmy, a monkey newly discover superhero powers and learns how to control his extraordinary transformative abilities and prevent powerful demonic forces from sending the universe into chaos.",42.005,2023-04-21,5.971,35,"[28, 12, 16, 35, 14]","['Action', 'Adventure', 'Animation', 'Comedy', 'Fantasy']"
1552,1179558,15 Cameras,"A couple buys a house from The Slumlord Tapes, infamous for hidden cameras and a psycho landlord. It's not as safe as they tell themselves.",38.844,2023-10-13,6.2,21,"[27, 53]","['Horror', 'Thriller']"
1553,635910,The Last Voyage of the Demeter,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.,52.204,2023-08-09,6.808,1556,"[27, 53, 14]","['Horror', 'Thriller', 'Fantasy']"
1554,1374,Rocky IV,"After Apollo Creed is killed by Ivan Drago in a match, Rocky Balboa becomes depressed and becomes determined to get revenge.",44.913,1985-11-21,7.086,4383,[18],['Drama']
1555,14438,Fireproof,"A heroic fire captain values dedication and service to others above all else, but the most important partnership in his life, his marriage, is about to go up in smoke.",37.162,2008-09-26,7.663,744,"[18, 10749]","['Drama', 'Romance']"
1556,7214,Coach Carter,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",38.91,2005-01-14,7.586,2933,"[18, 36]","['Drama', 'History']"
1557,206487,Predestination,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",41.409,2014-08-28,7.432,6388,"[878, 53]","['Science Fiction', 'Thriller']"
1558,686,Contact,"A radio astronomer receives the first extraterrestrial radio signal ever picked up on Earth. As the world powers scramble to decipher the message and decide upon a course of action, she must make some difficult decisions between her beliefs, the truth, and reality.",38.895,1997-07-11,7.427,4427,"[18, 878, 9648]","['Drama', 'Science Fiction', 'Mystery']"
1559,318256,Hot Girls Wanted,A first-ever look at the realities of the professional “amateur” porn world and the steady stream of 18-to-19-year old girls entering into it.,44.891,2015-05-29,6.057,650,[99],['Documentary']
1560,1267,Meet the Robinsons,"Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",43.386,2007-03-23,6.9,2843,"[16, 35, 10751]","['Animation', 'Comedy', 'Family']"
1561,153158,Underdogs,"All seems well for Amadeo, a shy but talented foosball player who's in love with the free-spirited Laura. Trouble strikes when Grosso, the world's best soccer player, returns home with plans to destroy the village and turn it into a new sports stadium. When Grosso kidnaps Laura, Amadeo receives the ultimate surprise when the figurines from his foosball table spring to life to help him save his beloved and reclaim the town.",66.536,2013-07-18,6.9,487,"[16, 12, 10749]","['Animation', 'Adventure', 'Romance']"
1562,2082,Halloween,"The early years of young Michael Myers and the events leading up to his fateful Halloween night murder rampage in the quiet town of Haddonfield, Illinois.",46.38,2007-08-31,6.2,2340,[27],['Horror']
1563,11770,Shaolin Soccer,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,48.379,2001-07-05,7.1,2227,"[28, 35]","['Action', 'Comedy']"
1564,154400,The Drop,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",66.396,2014-09-12,6.778,2146,"[18, 80]","['Drama', 'Crime']"
1565,120467,The Grand Budapest Hotel,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",39.614,2014-02-26,8.05,14746,"[35, 18]","['Comedy', 'Drama']"
1566,745,The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",46.61,1999-08-06,8.0,11669,"[9648, 53, 18]","['Mystery', 'Thriller', 'Drama']"
1567,419680,Daddy's Home 2,Brad and Dusty must deal with their intrusive fathers during the holidays.,66.294,2017-11-09,6.3,2503,[35],['Comedy']
1568,433808,The Ritual,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",38.107,2017-10-11,6.245,2971,"[27, 53, 9648]","['Horror', 'Thriller', 'Mystery']"
1569,1046032,The Bad Guys: A Very Bad Holiday,"To keep their annual Holiday Heist-tacular afloat, Mr. Wolf and his crew of animal outlaws will have to restore the whole city's Christmas spirit — fast!",38.152,2023-11-29,6.6,112,"[16, 35, 10751, 28]","['Animation', 'Comedy', 'Family', 'Action']"
1570,506574,Descendants 3,The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,66.172,2019-08-02,7.7,1502,"[10751, 10770, 12, 14]","['Family', 'TV Movie', 'Adventure', 'Fantasy']"
1571,9358,Final Destination 2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",42.341,2003-01-31,6.2,4040,"[27, 9648]","['Horror', 'Mystery']"
1572,324852,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,66.121,2017-06-15,6.47,7121,"[28, 16, 35, 10751, 12]","['Action', 'Animation', 'Comedy', 'Family', 'Adventure']"
1573,915935,Anatomy of a Fall,"A woman is suspected of her husband's murder, and their blind son faces a moral dilemma as the sole witness.",62.377,2023-08-23,7.571,2435,"[53, 9648, 80]","['Thriller', 'Mystery', 'Crime']"
1574,381288,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",49.836,2017-01-19,7.345,17279,"[27, 53]","['Horror', 'Thriller']"
1575,39107,Dragon Ball Z: Fusion Reborn,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",41.829,1995-03-04,7.5,836,"[16, 28, 14, 878]","['Animation', 'Action', 'Fantasy', 'Science Fiction']"
1576,194,Amélie,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",40.33,2001-04-25,7.914,11470,"[35, 10749]","['Comedy', 'Romance']"
1577,74,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",41.83,2005-06-13,6.5,8323,"[12, 53, 878]","['Adventure', 'Thriller', 'Science Fiction']"
1578,8467,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",39.323,1994-12-16,6.634,6069,[35],['Comedy']
1579,353486,Jumanji: Welcome to the Jungle,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",46.255,2017-12-09,6.825,13532,"[12, 35, 14]","['Adventure', 'Comedy', 'Fantasy']"
1580,1017066,Heaven in Hell,"Olga and Maks are 15 years away. She is a successful woman with an established position, the mother of an adult daughter, he is a handsome young man who enjoys his life in a handful and lives only in the moment. It might seem that these two different worlds will never meet, and yet fate put them in the way.",36.41,2023-02-10,6.8,77,"[18, 10749]","['Drama', 'Romance']"
1581,1688,Conquest of the Planet of the Apes,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.",65.95,1972-06-29,6.2,946,"[28, 878]","['Action', 'Science Fiction']"
1582,914215,Humane,"In the wake of an environmental collapse that has forced humanity to shed 20% of its population, a family dinner erupts into chaos when a father's plan to enlist in the government's new euthanasia program goes horribly awry.",33.198,2024-04-26,5.3,68,"[53, 27, 878]","['Thriller', 'Horror', 'Science Fiction']"
